prop,model,target,n_target,method,k,coverage,width_sd,cov_source_test,rmse_std_source,rmse_std_target,n_train
ph.h2o,cnn,KSSL.SSL,52867,C0n,0,0.7570838934433989,1.381218445850919,0.8623853211009175,0.45310267247147257,0.5742329349978617,3925
ph.h2o,cnn,KSSL.SSL,52867,C2,25,0.8626237764356173,1.5863653538349074,0.8623853211009175,0.45310267247147257,0.5742329349978617,3925
ph.h2o,cnn,KSSL.SSL,52867,C3n,25,0.8559895488195088,1.895923266253622,0.8623853211009175,0.45310267247147257,0.5742329349978617,3925
ph.h2o,cnn,KSSL.SSL,52867,C2,50,0.846598633015885,1.6498486619265453,0.8623853211009175,0.45310267247147257,0.5742329349978617,3925
ph.h2o,cnn,KSSL.SSL,52867,C3n,50,0.8730067970539789,1.8464747259506298,0.8623853211009175,0.45310267247147257,0.5742329349978617,3925
ph.h2o,cnn,ICRAF.ISRIC,3774,C0,0,0.8346938775510203,1.4487592852315745,0.892,0.4927290681481241,0.5399200820751979,8000
ph.h2o,cnn,ICRAF.ISRIC,3774,C0n,0,0.8320085929108487,1.4947804838563288,0.892,0.4927290681481241,0.5399200820751979,8000
ph.h2o,cnn,ICRAF.ISRIC,3774,C2,25,0.9186627282491944,2.0115382988742763,0.892,0.4927290681481241,0.5399200820751979,8000
ph.h2o,cnn,ICRAF.ISRIC,3774,C3n,25,0.9374060150375939,2.7596351028362154,0.892,0.4927290681481241,0.5399200820751979,8000
ph.h2o,cnn,ICRAF.ISRIC,3774,C2,50,0.8932867883995703,1.7471274824863232,0.892,0.4927290681481241,0.5399200820751979,8000
ph.h2o,cnn,ICRAF.ISRIC,3774,C3n,50,0.9110633727175081,2.148223843715945,0.892,0.4927290681481241,0.5399200820751979,8000
ph.h2o,cnn,AFSIS1.SSL,1904,C0,0,0.940992448759439,1.5941725341761825,0.8875,0.41441659256244334,0.4357666063923253,8000
ph.h2o,cnn,AFSIS1.SSL,1904,C0n,0,0.9403451995685007,1.8695264745387983,0.8875,0.41441659256244334,0.4357666063923253,8000
ph.h2o,cnn,AFSIS1.SSL,1904,C2,25,0.9374865156418555,1.7412296265611822,0.8875,0.41441659256244334,0.4357666063923253,8000
ph.h2o,cnn,AFSIS1.SSL,1904,C3n,25,0.9426105717367854,2.169367512225932,0.8875,0.41441659256244334,0.4357666063923253,8000
ph.h2o,cnn,AFSIS1.SSL,1904,C2,50,0.923462783171521,1.6419741604540792,0.8875,0.41441659256244334,0.4357666063923253,8000
ph.h2o,cnn,AFSIS1.SSL,1904,C3n,50,0.919848975188781,1.7413198680417703,0.8875,0.41441659256244334,0.4357666063923253,8000
ph.h2o,cnn,CAF.SSL,483,C0,0,0.8448036951501153,1.825347627527524,0.895,0.4168247645045455,0.7085136389065143,8000
ph.h2o,cnn,CAF.SSL,483,C0n,0,0.8607390300230946,1.884473208047502,0.895,0.4168247645045455,0.7085136389065143,8000
