prop,target,n_target,alpha,method,coverage,width_sd
oc,AFSIS2.SSL,151,0.1,C3n_k25,0.9267326732673269,2.2854221379642032
oc,AFSIS2.SSL,151,0.1,C2_k50,0.8935643564356436,1.7048318151682782
oc,AFSIS2.SSL,151,0.1,C4t_k50,0.9133663366336633,2.2005911136276675
oc,AFSIS2.SSL,151,0.1,C3n_k50,0.9029702970297031,1.7554926221161007
oc,AFSIS2.SSL,151,0.05,C0,0.9519801980198018,2.125018154505258
oc,AFSIS2.SSL,151,0.05,C0n,0.9094059405940594,1.7272998093719054
oc,AFSIS2.SSL,151,0.05,C4,1.0,4.0482476724668635
oc,AFSIS2.SSL,151,0.05,C2_k25,0.9648514851485149,2.7106356210340237
oc,AFSIS2.SSL,151,0.05,C4t_k25,0.949009900990099,3.268103160372328
oc,AFSIS2.SSL,151,0.05,C3n_k25,0.9613861386138615,2.8411991536004226
oc,AFSIS2.SSL,151,0.05,C2_k50,0.9564356435643564,2.374019978373284
oc,AFSIS2.SSL,151,0.05,C4t_k50,0.95,3.2491945299817755
oc,AFSIS2.SSL,151,0.05,C3n_k50,0.9554455445544555,2.526575473582559
n.tot,KSSL.SSL,76594,0.2,C0,0.36428982023411377,0.20796004670174117
n.tot,KSSL.SSL,76594,0.2,C0n,0.45188649665551833,0.3164710965799472
n.tot,KSSL.SSL,76594,0.2,C4,0.45668700355351166,0.36975679230594766
n.tot,KSSL.SSL,76594,0.2,C2_k25,0.8261111256270903,1.1284902214141925
n.tot,KSSL.SSL,76594,0.2,C4t_k25,0.8233976536371237,1.277992940025515
n.tot,KSSL.SSL,76594,0.2,C3n_k25,0.822134981187291,0.7415539343849581
n.tot,KSSL.SSL,76594,0.2,C2_k50,0.8132257263795987,0.9959797194952549
n.tot,KSSL.SSL,76594,0.2,C4t_k50,0.8146895903010034,1.1286865897726988
n.tot,KSSL.SSL,76594,0.2,C3n_k50,0.8160339151337792,0.6635019988562976
n.tot,KSSL.SSL,76594,0.1,C0,0.5213635294732442,0.33878095730829333
n.tot,KSSL.SSL,76594,0.1,C0n,0.592800872700669,0.44773150377927384
n.tot,KSSL.SSL,76594,0.1,C4,0.5987471258361204,0.5305786419039281
n.tot,KSSL.SSL,76594,0.1,C2_k25,0.9062480403428094,2.2961695319289976
n.tot,KSSL.SSL,76594,0.1,C4t_k25,0.90893277069398,2.6902863387367333
n.tot,KSSL.SSL,76594,0.1,C3n_k25,0.9216071801839464,1.1162942489527068
n.tot,KSSL.SSL,76594,0.1,C2_k50,0.8924964726170568,2.0245665457745887
n.tot,KSSL.SSL,76594,0.1,C4t_k50,0.8961505800585284,2.3505098457747247
n.tot,KSSL.SSL,76594,0.1,C3n_k50,0.9112837061036787,1.0119032270216728
n.tot,KSSL.SSL,76594,0.05,C0,0.6381355821488295,0.48253514375755013
n.tot,KSSL.SSL,76594,0.05,C0n,0.7739365593645484,0.6906284655357392
n.tot,KSSL.SSL,76594,0.05,C4,0.6791401024247492,0.6399332528189964
n.tot,KSSL.SSL,76594,0.05,C2_k25,0.9351627821906355,3.2276328867448134
n.tot,KSSL.SSL,76594,0.05,C4t_k25,0.9380761392140468,3.2626792227506924
n.tot,KSSL.SSL,76594,0.05,C3n_k25,0.9711139997909699,2.3884780992773496
n.tot,KSSL.SSL,76594,0.05,C2_k50,0.9551362614966555,3.577707971363613
n.tot,KSSL.SSL,76594,0.05,C4t_k50,0.9566915760869564,3.656445700211524
n.tot,KSSL.SSL,76594,0.05,C3n_k50,0.9661123014214047,1.6029949772876024
n.tot,AFSIS1.SSL,1902,0.2,C0,0.838768898488121,1.6246219584581738
n.tot,AFSIS1.SSL,1902,0.2,C0n,0.7732991360691146,1.187174677858386
n.tot,AFSIS1.SSL,1902,0.2,C4,0.7832613390928725,1.201204638949175
n.tot,AFSIS1.SSL,1902,0.2,C2_k25,0.8154427645788337,1.370029291090043
n.tot,AFSIS1.SSL,1902,0.2,C4t_k25,0.8001349892008639,1.2528235856288268
n.tot,AFSIS1.SSL,1902,0.2,C3n_k25,0.8138228941684666,1.0095493656904908
n.tot,AFSIS1.SSL,1902,0.2,C2_k50,0.8132829373650108,1.4198847950735924
n.tot,AFSIS1.SSL,1902,0.2,C4t_k50,0.7897948164146869,1.244360973533131
n.tot,AFSIS1.SSL,1902,0.2,C3n_k50,0.8201943844492441,0.9819040200340099
n.tot,AFSIS1.SSL,1902,0.1,C0,0.9328833693304533,2.5603496948201774
n.tot,AFSIS1.SSL,1902,0.1,C0n,0.8898758099352053,1.6060648365777634
n.tot,AFSIS1.SSL,1902,0.1,C4,0.9277807775377969,1.699964274258523
n.tot,AFSIS1.SSL,1902,0.1,C2_k25,0.933072354211663,2.677316924894938
