prop,model,target,n_target,method,k,coverage,coverage_sd,width_sd,frac_inf,cov_inside,cov_outside,frac_outside_target,cov_source_test,cov_source_test_norm,ess_c1,n_train,n_cal_source
clay.tot,plsr,KSSL.SSL,50007,C0,0,0.6054,0.0001,2.3803,0.0,0.6276,0.5115,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C0n,0,0.741,0.0001,3.0003,0.0,0.722,0.8213,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C1,0,0.7548,0.0001,2.9454,0.0,0.7717,0.6832,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C0w,0,0.7549,0.0001,2.9454,0.0,0.7718,0.6832,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C2,10,0.9024,0.0868,4.7075,0.0,0.9089,0.8751,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3,10,0.8869,0.0965,3.1425,0.0,0.8979,0.8402,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3n,10,0.9027,0.0525,3.8885,0.0,0.8987,0.9195,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C2,25,0.9262,0.0486,4.7057,0.0,0.9308,0.9067,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3,25,0.9077,0.0472,2.669,0.0,0.9101,0.8975,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3n,25,0.9098,0.0484,3.605,0.0,0.9014,0.9455,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C2,50,0.8966,0.0386,4.1037,0.0,0.9024,0.8722,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3,50,0.8805,0.0527,2.2985,0.0,0.8828,0.8705,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3n,50,0.902,0.044,3.24,0.0,0.8916,0.9459,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C2,100,0.8993,0.0227,4.052,0.0,0.9041,0.8789,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3,100,0.903,0.0277,2.5907,0.0,0.9081,0.8817,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,plsr,KSSL.SSL,50007,C3n,100,0.9034,0.0319,3.235,0.0,0.8928,0.9479,0.1913,0.9206,0.8972,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C0,0,0.756,0.0001,2.2526,0.0,0.8007,0.5671,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C0n,0,0.799,0.0001,2.6928,0.0,0.8173,0.7217,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C1,0,0.8549,0.0001,2.8103,0.0,0.8916,0.6995,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C0w,0,0.855,0.0001,2.8103,0.0,0.8918,0.6996,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C2,10,0.9032,0.1044,3.46,0.0,0.9264,0.8053,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3,10,0.881,0.1161,2.7858,0.0,0.8952,0.8209,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3n,10,0.9194,0.0703,4.4012,0.0,0.9207,0.9141,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C2,25,0.9285,0.0616,3.7072,0.0,0.95,0.8376,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3,25,0.9213,0.0556,3.1324,0.0,0.9327,0.8728,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3n,25,0.9293,0.0367,3.515,0.0,0.9311,0.9213,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C2,50,0.9026,0.0423,3.2515,0.0,0.9314,0.7809,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3,50,0.9065,0.0365,2.641,0.0,0.9196,0.8514,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3n,50,0.9012,0.0287,2.9831,0.0,0.9014,0.9007,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C2,100,0.9029,0.0293,3.1798,0.0,0.9324,0.7781,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3,100,0.9047,0.0277,2.6563,0.0,0.9183,0.8472,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,hgb,KSSL.SSL,50007,C3n,100,0.9061,0.0242,3.016,0.0,0.9055,0.9083,0.1913,0.919,0.9019,187.3,3854,1284
clay.tot,plsr,ICRAF.ISRIC,3738,C0,0,0.354,0.0013,0.8885,0.0,0.2844,0.4898,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C0n,0,0.7346,0.0009,1.9196,0.0,0.6645,0.8717,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C1,0,0.7292,0.0012,1.6481,0.0,0.683,0.8194,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C0w,0,0.7203,0.0014,1.6481,0.0,0.6737,0.8113,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C2,10,0.8723,0.0972,2.262,0.0,0.8493,0.9172,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3,10,0.8985,0.0847,2.2068,0.0,0.9288,0.8394,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3n,10,0.8779,0.1059,2.2062,0.0,0.89,0.8543,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C2,25,0.9127,0.0389,2.3843,0.0,0.8965,0.9444,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3,25,0.9272,0.0446,2.053,0.0,0.9589,0.8653,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3n,25,0.9311,0.0475,2.5273,0.0,0.9387,0.9162,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C2,50,0.8989,0.0304,2.3063,0.0,0.8799,0.9359,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3,50,0.8919,0.0412,1.7382,0.0,0.9328,0.8119,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3n,50,0.8996,0.0457,1.8372,0.0,0.9098,0.8796,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C2,100,0.8954,0.0313,2.2806,0.0,0.8756,0.9343,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3,100,0.8993,0.025,1.7438,0.0,0.9396,0.8206,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,plsr,ICRAF.ISRIC,3738,C3n,100,0.9068,0.0343,1.9179,0.0,0.9175,0.8861,0.3387,0.8962,0.8975,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C0,0,0.3765,0.0012,0.8088,0.0,0.3198,0.4872,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C0n,0,0.6418,0.0014,1.5933,0.0,0.5939,0.7351,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C1,0,0.7455,0.001,1.622,0.0,0.7042,0.8262,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C0w,0,0.7472,0.001,1.622,0.0,0.7067,0.8262,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C2,10,0.8956,0.0945,2.4829,0.0,0.8801,0.926,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3,10,0.8914,0.0988,2.1728,0.0,0.9269,0.8222,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3n,10,0.9143,0.0748,2.864,0.0,0.9275,0.8885,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C2,25,0.9281,0.0533,2.5805,0.0,0.9178,0.9482,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3,25,0.922,0.0483,2.1731,0.0,0.9579,0.8522,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3n,25,0.9221,0.0572,2.7895,0.0,0.9321,0.9025,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C2,50,0.9118,0.042,2.4194,0.0,0.8988,0.9372,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3,50,0.9096,0.0401,1.9894,0.0,0.9515,0.8281,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3n,50,0.9031,0.0388,2.1885,0.0,0.9163,0.8772,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C2,100,0.9,0.031,2.3002,0.0,0.8852,0.9289,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3,100,0.9086,0.0334,2.0729,0.0,0.9546,0.8189,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,hgb,ICRAF.ISRIC,3738,C3n,100,0.9025,0.0362,2.1205,0.0,0.9179,0.8725,0.3387,0.8969,0.896,88.8,31615,10538
clay.tot,plsr,AFSIS1.SSL,1896,C0,0,0.3429,0.0027,0.829,0.0,0.4929,0.1521,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C0n,0,0.4361,0.0024,1.0443,0.0,0.551,0.2898,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C1,0,0.557,0.003,1.3278,0.0,0.7601,0.2986,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C0w,0,0.5545,0.0029,1.3278,0.0,0.7555,0.2986,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C2,10,0.8834,0.1304,3.0249,0.0,0.9628,0.782,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3,10,0.8817,0.1128,2.3797,0.0,0.9273,0.8238,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3n,10,0.911,0.0837,3.1712,0.0,0.9084,0.9144,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C2,25,0.9092,0.0779,2.8032,0.0,0.9847,0.8131,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3,25,0.9219,0.0656,2.2242,0.0,0.9487,0.8877,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3n,25,0.9409,0.0483,3.2681,0.0,0.9401,0.942,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C2,50,0.8891,0.0427,2.5755,0.0,0.988,0.7631,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3,50,0.8981,0.0468,1.8337,0.0,0.9392,0.8459,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3n,50,0.9052,0.0419,2.1017,0.0,0.9052,0.9051,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C2,100,0.9023,0.0276,2.6668,0.0,0.9922,0.7877,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3,100,0.9035,0.0349,1.8363,0.0,0.9346,0.8641,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,plsr,AFSIS1.SSL,1896,C3n,100,0.897,0.0351,2.0352,0.0,0.8936,0.9014,0.4399,0.8876,0.9001,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C0,0,0.2828,0.0025,0.7446,0.0,0.4167,0.1123,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C0n,0,0.3179,0.0025,0.9241,0.0,0.3933,0.2219,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C1,0,0.4915,0.0028,1.1845,0.0,0.7178,0.2034,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C0w,0,0.4804,0.0028,1.1845,0.0,0.7,0.201,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C2,10,0.8596,0.0728,2.5357,0.0,0.9846,0.7007,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3,10,0.8844,0.109,2.247,0.0,0.942,0.8108,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3n,10,0.9294,0.0891,3.7668,0.0,0.9242,0.936,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C2,25,0.9066,0.0542,2.86,0.0,0.9941,0.7952,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3,25,0.9416,0.0375,2.2689,0.0,0.9591,0.9194,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3n,25,0.9222,0.059,2.8415,0.0,0.9247,0.919,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C2,50,0.8936,0.0411,2.6977,0.0,0.9938,0.7664,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3,50,0.9167,0.0264,2.0722,0.0,0.9383,0.8893,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3n,50,0.8932,0.0272,2.1393,0.0,0.8911,0.896,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C2,100,0.8957,0.0333,2.7484,0.0,0.9949,0.7696,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3,100,0.9075,0.0274,1.9192,0.0,0.9271,0.8828,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,hgb,AFSIS1.SSL,1896,C3n,100,0.9006,0.028,2.1987,0.0,0.898,0.904,0.4399,0.8936,0.8949,86.4,32721,10906
clay.tot,plsr,CAF.SSL,511,C0,0,0.5036,0.0121,1.0245,0.0,0.4728,0.5562,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C0n,0,0.7305,0.0103,1.9288,0.0,0.6698,0.8342,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C1,0,0.6455,0.0119,1.2078,0.1522,0.6268,0.6775,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C0w,0,0.5748,0.0128,1.2078,0.0,0.5483,0.6201,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C2,10,0.9219,0.061,3.6633,0.0,0.9085,0.9449,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3,10,0.9275,0.0665,3.4215,0.0,0.9468,0.8943,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3n,10,0.8866,0.0899,3.4585,0.0,0.8939,0.874,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C2,25,0.9349,0.0493,3.7911,0.0,0.9247,0.9523,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3,25,0.9279,0.0685,2.9829,0.0,0.9467,0.896,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3n,25,0.9236,0.067,3.5709,0.0,0.933,0.9076,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C2,50,0.8998,0.0497,3.15,0.0,0.879,0.9352,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3,50,0.8842,0.0581,2.599,0.0,0.9107,0.8399,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3n,50,0.8839,0.0466,2.6783,0.0,0.9031,0.8514,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C2,100,0.9029,0.0292,3.1885,0.0,0.8816,0.9394,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3,100,0.8934,0.035,2.5798,0.0,0.9223,0.8449,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,plsr,CAF.SSL,511,C3n,100,0.8961,0.0321,2.6849,0.0,0.9204,0.8548,0.3679,0.905,0.9034,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C0,0,0.4488,0.0083,0.8919,0.0,0.3934,0.5447,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C0n,0,0.6752,0.011,1.6985,0.0,0.6089,0.7898,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C1,0,0.7341,0.0099,1.6846,0.1526,0.6933,0.8044,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C0w,0,0.7002,0.0106,1.6846,0.0,0.6399,0.8044,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C2,10,0.9078,0.0679,2.9388,0.0,0.8858,0.9456,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3,10,0.8964,0.0757,2.628,0.0,0.9296,0.8377,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3n,10,0.9108,0.0799,2.9565,0.0,0.9218,0.8916,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C2,25,0.9071,0.0542,2.9939,0.0,0.8838,0.9472,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3,25,0.8931,0.0725,2.5224,0.0,0.9173,0.8512,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3n,25,0.9124,0.0554,2.8826,0.0,0.9191,0.9007,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C2,50,0.8864,0.0394,2.6064,0.0,0.8592,0.9331,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3,50,0.8773,0.0435,2.363,0.0,0.9031,0.8328,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3n,50,0.8932,0.0466,2.7206,0.0,0.9051,0.8726,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C2,100,0.8934,0.0197,2.6527,0.0,0.8673,0.9385,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3,100,0.894,0.0294,2.4201,0.0,0.9116,0.8643,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,hgb,CAF.SSL,511,C3n,100,0.9013,0.0328,2.6901,0.0,0.9075,0.8908,0.3679,0.8975,0.9023,17.0,33553,11183
clay.tot,plsr,GARRETT.SSL,142,C0,0,0.2857,0.0538,0.8018,0.0,0.4019,0.0267,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C0n,0,0.3024,0.0477,0.7309,0.0,0.4152,0.0486,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C1,0,0.3083,0.0551,0.7973,0.0274,0.4344,0.0267,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C0w,0,0.2857,0.0538,0.7973,0.0,0.4019,0.0267,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C2,10,0.9298,0.0566,6.6517,0.0,1.0,0.7702,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3,10,0.9119,0.1205,3.7487,0.0,0.9413,0.8526,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3n,10,0.9345,0.0916,5.1025,0.0,0.9538,0.8908,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C2,25,0.9274,0.0502,6.3279,0.0,1.0,0.7631,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3,25,0.95,0.0438,3.1341,0.0,0.976,0.8943,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3n,25,0.9405,0.0449,4.2836,0.0,0.9655,0.8839,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C2,50,0.8845,0.0453,6.1762,0.0,1.0,0.622,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3,50,0.8952,0.0484,2.9791,0.0,0.9643,0.738,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3n,50,0.9119,0.0459,3.982,0.0,0.9615,0.8058,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C2,100,0.8976,0.044,6.1826,0.0,1.0,0.6681,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3,100,0.8917,0.0586,2.9152,0.0,0.9747,0.7125,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,plsr,GARRETT.SSL,142,C3n,100,0.9226,0.0398,3.8968,0.0,0.9668,0.8237,0.3169,0.9019,0.9055,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C0,0,0.2417,0.0466,0.6854,0.0,0.344,0.0137,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C0n,0,0.2786,0.0584,0.6816,0.0,0.399,0.0137,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C1,0,0.2702,0.0555,0.6919,0.0214,0.3857,0.0137,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C0w,0,0.2417,0.0466,0.6919,0.0,0.344,0.0137,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C2,10,0.8869,0.1129,6.3644,0.0,0.9907,0.66,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3,10,0.8845,0.1198,3.5584,0.0,0.9193,0.8249,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3n,10,0.8905,0.1206,5.7102,0.0,0.9467,0.78,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C2,25,0.8976,0.073,6.3995,0.0,1.0,0.673,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3,25,0.9095,0.0837,2.9667,0.0,0.9605,0.8191,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3n,25,0.9274,0.0747,6.024,0.0,0.969,0.8457,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C2,50,0.8869,0.0638,6.3485,0.0,1.0,0.6322,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3,50,0.8833,0.0756,2.7332,0.0,0.9479,0.7607,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3n,50,0.9048,0.08,5.642,0.0,0.9534,0.8039,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C2,100,0.8952,0.0545,6.3622,0.0,1.0,0.6582,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3,100,0.8964,0.0585,2.7786,0.0,0.9694,0.7428,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,hgb,GARRETT.SSL,142,C3n,100,0.9036,0.0667,5.4435,0.0,0.9469,0.8146,0.3169,0.8996,0.8941,268.7,33774,11257
clay.tot,plsr,SERBIA.SSL,135,C0,0,0.7529,0.0666,1.6329,0.0,0.8126,0.1617,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C0n,0,0.7943,0.0636,2.1125,0.0,0.8091,0.6042,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C1,0,0.96,0.0291,2.0492,0.6971,0.9779,0.8058,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C0w,0,0.8286,0.0414,2.0492,0.0,0.868,0.4267,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C2,10,0.9014,0.1086,2.7981,0.0,0.9216,0.6808,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C3,10,0.8771,0.1435,2.6992,0.0,0.8996,0.6508,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C3n,10,0.9029,0.0987,2.8933,0.0,0.9162,0.7558,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C2,25,0.9214,0.0578,2.8054,0.0,0.9454,0.6883,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C3,25,0.9114,0.0669,2.6336,0.0,0.947,0.5758,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C3n,25,0.9214,0.0681,2.8006,0.0,0.9383,0.7625,0.0963,0.9019,0.8991,3140.0,33778,11258
clay.tot,plsr,SERBIA.SSL,135,C2,50,0.8914,0.0561,2.5205,0.0,0.929,0.5075,0.0963,0.9019,0.8991,3140.0,33778,11258
